Well,OD,Time_h,Type,Concentration,Sample,Antibiotic,Lineage,Experiment,Plate,blank_mean,OD_blanked,sample_group,replicate
H8,0.096,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate1,0.092,0.0040000000000000036,NA,NA
H9,0.093,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate1,0.092,0.0010000000000000009,NA,NA
H10,0.09,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate1,0.092,-0.0020000000000000018,NA,NA
H11,0.089,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate1,0.092,-0.0030000000000000027,NA,NA
H12,0.089,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate1,0.092,-0.0030000000000000027,NA,NA
A1,0.091,24,blank,NA,NA,MRP,evolved,Exp2.2,Plate2,0.091,0,NA,NA
A2,0.091,24,blank,NA,NA,MRP,evolved,Exp2.2,Plate2,0.091,0,NA,NA
A3,0.091,24,blank,NA,NA,MRP,evolved,Exp2.2,Plate2,0.091,0,NA,NA
A4,0.089,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate2,0.091,-0.0020000000000000018,NA,NA
A5,0.089,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate2,0.091,-0.0020000000000000018,NA,NA
A6,0.597,24,sample,0,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.506,N-lines,1
A7,0.571,24,sample,0,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.48,N-lines,2
A8,0.569,24,sample,0,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.478,N-lines,3
A9,0.091,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate2,0.091,0,NA,NA
A10,0.574,24,sample,0,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.483,N-lines,1
A11,0.639,24,sample,0,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.548,N-lines,2
A12,0.624,24,sample,0,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.533,N-lines,3
B1,0.501,24,sample,0.016,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.41000000000000003,N-lines,1
B2,0.406,24,sample,0.047,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.31500000000000006,N-lines,1
B3,0.444,24,sample,0.125,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.353,N-lines,1
B4,0.115,24,sample,0.38,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.024000000000000007,N-lines,1
B5,0.096,24,sample,1,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.0050000000000000044,N-lines,1
B6,0.099,24,sample,3,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.008000000000000007,N-lines,1
B7,0.095,24,sample,8,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.0040000000000000036,N-lines,1
B8,0.093,24,sample,16,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.0020000000000000018,N-lines,1
B9,0.094,24,sample,32,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.0030000000000000027,N-lines,1
B10,0.097,24,sample,64,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.006000000000000005,N-lines,1
B11,0.095,24,sample,128,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.0040000000000000036,N-lines,1
B12,0.094,24,sample,256,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.0030000000000000027,N-lines,1
C1,0.489,24,sample,0.016,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.398,N-lines,2
C2,0.358,24,sample,0.047,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.267,N-lines,2
C3,0.564,24,sample,0.125,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.473,N-lines,2
C4,0.108,24,sample,0.38,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.017,N-lines,2
C5,0.098,24,sample,1,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.007000000000000006,N-lines,2
C6,0.098,24,sample,3,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.007000000000000006,N-lines,2
C7,0.094,24,sample,8,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.0030000000000000027,N-lines,2
C8,0.093,24,sample,16,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.0020000000000000018,N-lines,2
C9,0.093,24,sample,32,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.0020000000000000018,N-lines,2
C10,0.097,24,sample,64,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.006000000000000005,N-lines,2
C11,0.095,24,sample,128,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.0040000000000000036,N-lines,2
C12,0.096,24,sample,256,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.0050000000000000044,N-lines,2
D1,0.484,24,sample,0.016,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.393,N-lines,3
D2,0.34,24,sample,0.047,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.24900000000000003,N-lines,3
D3,0.575,24,sample,0.125,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.484,N-lines,3
D4,0.103,24,sample,0.38,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.011999999999999997,N-lines,3
D5,0.096,24,sample,1,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.0050000000000000044,N-lines,3
D6,0.097,24,sample,3,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.006000000000000005,N-lines,3
D7,0.093,24,sample,8,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.0020000000000000018,N-lines,3
D8,0.093,24,sample,16,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.0020000000000000018,N-lines,3
D9,0.093,24,sample,32,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.0020000000000000018,N-lines,3
D10,0.096,24,sample,64,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.0050000000000000044,N-lines,3
D11,0.094,24,sample,128,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.0030000000000000027,N-lines,3
D12,0.093,24,sample,256,NA1,MRP,evolved,Exp2.2,Plate2,0.091,0.0020000000000000018,N-lines,3
E1,0.482,24,sample,0.016,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.391,N-lines,1
E2,0.332,24,sample,0.047,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.24100000000000002,N-lines,1
E3,0.729,24,sample,0.125,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.638,N-lines,1
E4,0.105,24,sample,0.38,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.013999999999999999,N-lines,1
E5,0.097,24,sample,1,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.006000000000000005,N-lines,1
E6,0.097,24,sample,3,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.006000000000000005,N-lines,1
E7,0.093,24,sample,8,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.0020000000000000018,N-lines,1
E8,0.093,24,sample,16,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.0020000000000000018,N-lines,1
E9,0.093,24,sample,32,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.0020000000000000018,N-lines,1
E10,0.097,24,sample,64,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.006000000000000005,N-lines,1
E11,0.095,24,sample,128,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.0040000000000000036,N-lines,1
E12,0.096,24,sample,256,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.0050000000000000044,N-lines,1
F1,0.479,24,sample,0.016,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.388,N-lines,2
F2,0.389,24,sample,0.047,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.29800000000000004,N-lines,2
F3,0.568,24,sample,0.125,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.477,N-lines,2
F4,0.103,24,sample,0.38,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.011999999999999997,N-lines,2
F5,0.096,24,sample,1,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.0050000000000000044,N-lines,2
F6,0.098,24,sample,3,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.007000000000000006,N-lines,2
F7,0.095,24,sample,8,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.0040000000000000036,N-lines,2
F8,0.093,24,sample,16,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.0020000000000000018,N-lines,2
F9,0.097,24,sample,32,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.006000000000000005,N-lines,2
F10,0.099,24,sample,64,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.008000000000000007,N-lines,2
F11,0.095,24,sample,128,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.0040000000000000036,N-lines,2
F12,0.095,24,sample,256,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.0040000000000000036,N-lines,2
G1,0.453,24,sample,0.016,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.362,N-lines,3
G2,0.411,24,sample,0.047,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.31999999999999995,N-lines,3
G3,0.232,24,sample,0.125,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.14100000000000001,N-lines,3
G4,0.106,24,sample,0.38,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.015,N-lines,3
G5,0.095,24,sample,1,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.0040000000000000036,N-lines,3
G6,0.098,24,sample,3,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.007000000000000006,N-lines,3
G7,0.096,24,sample,8,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.0050000000000000044,N-lines,3
G8,0.093,24,sample,16,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.0020000000000000018,N-lines,3
G9,0.094,24,sample,32,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.0030000000000000027,N-lines,3
G10,0.105,24,sample,64,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.013999999999999999,N-lines,3
G11,0.094,24,sample,128,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.0030000000000000027,N-lines,3
G12,0.096,24,sample,256,NA2,MRP,evolved,Exp2.2,Plate2,0.091,0.0050000000000000044,N-lines,3
H1,1.679,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate2,0.091,1.588,NA,NA
H2,1.682,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate2,0.091,1.591,NA,NA
H3,1.855,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate2,0.091,1.764,NA,NA
H4,0.092,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate2,0.091,0.0010000000000000009,NA,NA
H5,0.091,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate2,0.091,0,NA,NA
H6,0.092,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate2,0.091,0.0010000000000000009,NA,NA
H7,0.093,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate2,0.091,0.0020000000000000018,NA,NA
H8,0.094,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate2,0.091,0.0030000000000000027,NA,NA
H9,0.092,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate2,0.091,0.0010000000000000009,NA,NA
H10,0.091,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate2,0.091,0,NA,NA
H11,0.089,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate2,0.091,-0.0020000000000000018,NA,NA
H12,0.09,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate2,0.091,-0.0010000000000000009,NA,NA
A1,0.229,24,blank,NA,NA,MRP,evolved,Exp2.2,Plate3,0.137,0.092,NA,NA
A2,0.091,24,blank,NA,NA,MRP,evolved,Exp2.2,Plate3,0.137,-0.04600000000000001,NA,NA
A3,0.091,24,blank,NA,NA,MRP,evolved,Exp2.2,Plate3,0.137,-0.04600000000000001,NA,NA
A4,0.09,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate3,0.137,-0.047000000000000014,NA,NA
A5,0.089,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate3,0.137,-0.048000000000000015,NA,NA
A6,0.598,24,sample,0,NA3,MRP,evolved,Exp2.2,Plate3,0.137,0.46099999999999997,N-lines,1
A7,0.566,24,sample,0,NA3,MRP,evolved,Exp2.2,Plate3,0.137,0.42899999999999994,N-lines,2
A8,0.588,24,sample,0,NA3,MRP,evolved,Exp2.2,Plate3,0.137,0.45099999999999996,N-lines,3
A9,0.091,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate3,0.137,-0.04600000000000001,NA,NA
A10,0.758,24,sample,0,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,0.621,N-lines,1
A11,0.679,24,sample,0,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,0.542,N-lines,2
A12,0.641,24,sample,0,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,0.504,N-lines,3
B1,0.491,24,sample,0.016,NA3,MRP,evolved,Exp2.2,Plate3,0.137,0.354,N-lines,1
B2,0.315,24,sample,0.047,NA3,MRP,evolved,Exp2.2,Plate3,0.137,0.178,N-lines,1
B3,0.393,24,sample,0.125,NA3,MRP,evolved,Exp2.2,Plate3,0.137,0.256,N-lines,1
B4,0.106,24,sample,0.38,NA3,MRP,evolved,Exp2.2,Plate3,0.137,-0.031000000000000014,N-lines,1
B5,0.097,24,sample,1,NA3,MRP,evolved,Exp2.2,Plate3,0.137,-0.04000000000000001,N-lines,1
B6,0.099,24,sample,3,NA3,MRP,evolved,Exp2.2,Plate3,0.137,-0.038000000000000006,N-lines,1
B7,0.093,24,sample,8,NA3,MRP,evolved,Exp2.2,Plate3,0.137,-0.04400000000000001,N-lines,1
B8,0.093,24,sample,16,NA3,MRP,evolved,Exp2.2,Plate3,0.137,-0.04400000000000001,N-lines,1
B9,0.094,24,sample,32,NA3,MRP,evolved,Exp2.2,Plate3,0.137,-0.04300000000000001,N-lines,1
B10,0.093,24,sample,64,NA3,MRP,evolved,Exp2.2,Plate3,0.137,-0.04400000000000001,N-lines,1
B11,0.096,24,sample,128,NA3,MRP,evolved,Exp2.2,Plate3,0.137,-0.04100000000000001,N-lines,1
B12,0.095,24,sample,256,NA3,MRP,evolved,Exp2.2,Plate3,0.137,-0.04200000000000001,N-lines,1
C1,0.482,24,sample,0.016,NA3,MRP,evolved,Exp2.2,Plate3,0.137,0.345,N-lines,2
C2,0.276,24,sample,0.047,NA3,MRP,evolved,Exp2.2,Plate3,0.137,0.139,N-lines,2
C3,0.57,24,sample,0.125,NA3,MRP,evolved,Exp2.2,Plate3,0.137,0.43299999999999994,N-lines,2
C4,0.106,24,sample,0.38,NA3,MRP,evolved,Exp2.2,Plate3,0.137,-0.031000000000000014,N-lines,2
C5,0.096,24,sample,1,NA3,MRP,evolved,Exp2.2,Plate3,0.137,-0.04100000000000001,N-lines,2
C6,0.097,24,sample,3,NA3,MRP,evolved,Exp2.2,Plate3,0.137,-0.04000000000000001,N-lines,2
C7,0.092,24,sample,8,NA3,MRP,evolved,Exp2.2,Plate3,0.137,-0.04500000000000001,N-lines,2
C8,0.092,24,sample,16,NA3,MRP,evolved,Exp2.2,Plate3,0.137,-0.04500000000000001,N-lines,2
C9,0.094,24,sample,32,NA3,MRP,evolved,Exp2.2,Plate3,0.137,-0.04300000000000001,N-lines,2
C10,0.095,24,sample,64,NA3,MRP,evolved,Exp2.2,Plate3,0.137,-0.04200000000000001,N-lines,2
C11,0.095,24,sample,128,NA3,MRP,evolved,Exp2.2,Plate3,0.137,-0.04200000000000001,N-lines,2
C12,0.096,24,sample,256,NA3,MRP,evolved,Exp2.2,Plate3,0.137,-0.04100000000000001,N-lines,2
D1,0.447,24,sample,0.016,NA3,MRP,evolved,Exp2.2,Plate3,0.137,0.31,N-lines,3
D2,0.259,24,sample,0.047,NA3,MRP,evolved,Exp2.2,Plate3,0.137,0.122,N-lines,3
D3,0.433,24,sample,0.125,NA3,MRP,evolved,Exp2.2,Plate3,0.137,0.296,N-lines,3
D4,0.106,24,sample,0.38,NA3,MRP,evolved,Exp2.2,Plate3,0.137,-0.031000000000000014,N-lines,3
D5,0.095,24,sample,1,NA3,MRP,evolved,Exp2.2,Plate3,0.137,-0.04200000000000001,N-lines,3
D6,0.096,24,sample,3,NA3,MRP,evolved,Exp2.2,Plate3,0.137,-0.04100000000000001,N-lines,3
D7,0.092,24,sample,8,NA3,MRP,evolved,Exp2.2,Plate3,0.137,-0.04500000000000001,N-lines,3
D8,0.092,24,sample,16,NA3,MRP,evolved,Exp2.2,Plate3,0.137,-0.04500000000000001,N-lines,3
D9,0.093,24,sample,32,NA3,MRP,evolved,Exp2.2,Plate3,0.137,-0.04400000000000001,N-lines,3
D10,0.095,24,sample,64,NA3,MRP,evolved,Exp2.2,Plate3,0.137,-0.04200000000000001,N-lines,3
D11,0.095,24,sample,128,NA3,MRP,evolved,Exp2.2,Plate3,0.137,-0.04200000000000001,N-lines,3
D12,0.094,24,sample,256,NA3,MRP,evolved,Exp2.2,Plate3,0.137,-0.04300000000000001,N-lines,3
E1,0.541,24,sample,0.016,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,0.404,N-lines,1
E2,0.638,24,sample,0.047,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,0.501,N-lines,1
E3,0.537,24,sample,0.125,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,0.4,N-lines,1
E4,0.092,24,sample,0.38,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,-0.04500000000000001,N-lines,1
E5,0.093,24,sample,1,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,-0.04400000000000001,N-lines,1
E6,0.095,24,sample,3,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,-0.04200000000000001,N-lines,1
E7,0.092,24,sample,8,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,-0.04500000000000001,N-lines,1
E8,0.092,24,sample,16,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,-0.04500000000000001,N-lines,1
E9,0.093,24,sample,32,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,-0.04400000000000001,N-lines,1
E10,0.094,24,sample,64,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,-0.04300000000000001,N-lines,1
E11,0.095,24,sample,128,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,-0.04200000000000001,N-lines,1
E12,0.095,24,sample,256,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,-0.04200000000000001,N-lines,1
F1,0.522,24,sample,0.016,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,0.385,N-lines,2
F2,0.592,24,sample,0.047,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,0.45499999999999996,N-lines,2
F3,0.599,24,sample,0.125,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,0.46199999999999997,N-lines,2
F4,0.095,24,sample,0.38,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,-0.04200000000000001,N-lines,2
F5,0.093,24,sample,1,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,-0.04400000000000001,N-lines,2
F6,0.094,24,sample,3,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,-0.04300000000000001,N-lines,2
F7,0.094,24,sample,8,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,-0.04300000000000001,N-lines,2
F8,0.092,24,sample,16,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,-0.04500000000000001,N-lines,2
F9,0.096,24,sample,32,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,-0.04100000000000001,N-lines,2
F10,0.094,24,sample,64,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,-0.04300000000000001,N-lines,2
F11,0.093,24,sample,128,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,-0.04400000000000001,N-lines,2
F12,0.096,24,sample,256,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,-0.04100000000000001,N-lines,2
G1,0.55,24,sample,0.016,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,0.41300000000000003,N-lines,3
G2,0.435,24,sample,0.047,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,0.298,N-lines,3
G3,0.188,24,sample,0.125,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,0.05099999999999999,N-lines,3
G4,0.095,24,sample,0.38,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,-0.04200000000000001,N-lines,3
G5,0.092,24,sample,1,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,-0.04500000000000001,N-lines,3
G6,0.094,24,sample,3,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,-0.04300000000000001,N-lines,3
G7,0.094,24,sample,8,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,-0.04300000000000001,N-lines,3
G8,0.093,24,sample,16,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,-0.04400000000000001,N-lines,3
G9,0.093,24,sample,32,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,-0.04400000000000001,N-lines,3
G10,0.094,24,sample,64,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,-0.04300000000000001,N-lines,3
G11,0.093,24,sample,128,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,-0.04400000000000001,N-lines,3
G12,0.095,24,sample,256,NA1,MRP,ancestor,Exp2.2,Plate3,0.137,-0.04200000000000001,N-lines,3
H1,1.871,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate3,0.137,1.734,NA,NA
H2,1.834,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate3,0.137,1.697,NA,NA
H3,1.858,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate3,0.137,1.721,NA,NA
H4,0.092,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate3,0.137,-0.04500000000000001,NA,NA
H5,0.09,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate3,0.137,-0.047000000000000014,NA,NA
H6,0.091,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate3,0.137,-0.04600000000000001,NA,NA
H7,0.093,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate3,0.137,-0.04400000000000001,NA,NA
H8,0.096,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate3,0.137,-0.04100000000000001,NA,NA
H9,0.092,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate3,0.137,-0.04500000000000001,NA,NA
H10,0.09,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate3,0.137,-0.047000000000000014,NA,NA
H11,0.089,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate3,0.137,-0.048000000000000015,NA,NA
H12,0.09,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate3,0.137,-0.047000000000000014,NA,NA
A1,0.091,24,blank,NA,NA,MRP,evolved,Exp2.2,Plate4,0.09166666666666666,-6.666666666666626e-4,NA,NA
A2,0.093,24,blank,NA,NA,MRP,evolved,Exp2.2,Plate4,0.09166666666666666,0.0013333333333333391,NA,NA
A3,0.091,24,blank,NA,NA,MRP,evolved,Exp2.2,Plate4,0.09166666666666666,-6.666666666666626e-4,NA,NA
A4,0.09,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate4,0.09166666666666666,-0.0016666666666666635,NA,NA
A5,0.089,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate4,0.09166666666666666,-0.0026666666666666644,NA,NA
A6,0.675,24,sample,0,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.5833333333333334,N-lines,1
A7,0.62,24,sample,0,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.5283333333333333,N-lines,2
A8,0.618,24,sample,0,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.5263333333333333,N-lines,3
A9,0.091,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate4,0.09166666666666666,-6.666666666666626e-4,NA,NA
A10,0.619,24,sample,0,NA3,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.5273333333333333,N-lines,1
A11,0.694,24,sample,0,NA3,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.6023333333333333,N-lines,2
A12,0.671,24,sample,0,NA3,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.5793333333333334,N-lines,3
B1,0.585,24,sample,0.016,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.4933333333333333,N-lines,1
B2,0.493,24,sample,0.047,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.4013333333333333,N-lines,1
B3,0.498,24,sample,0.125,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.4063333333333333,N-lines,1
B4,0.103,24,sample,0.38,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.011333333333333334,N-lines,1
B5,0.096,24,sample,1,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.004333333333333342,N-lines,1
B6,0.095,24,sample,3,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.003333333333333341,N-lines,1
B7,0.093,24,sample,8,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.0013333333333333391,N-lines,1
B8,0.093,24,sample,16,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.0013333333333333391,N-lines,1
B9,0.094,24,sample,32,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.00233333333333334,N-lines,1
B10,0.094,24,sample,64,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.00233333333333334,N-lines,1
B11,0.098,24,sample,128,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.006333333333333344,N-lines,1
B12,0.102,24,sample,256,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.010333333333333333,N-lines,1
C1,0.481,24,sample,0.016,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.3893333333333333,N-lines,2
C2,0.551,24,sample,0.047,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.45933333333333337,N-lines,2
C3,0.684,24,sample,0.125,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.5923333333333334,N-lines,2
C4,0.104,24,sample,0.38,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.012333333333333335,N-lines,2
C5,0.094,24,sample,1,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.00233333333333334,N-lines,2
C6,0.096,24,sample,3,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.004333333333333342,N-lines,2
C7,0.093,24,sample,8,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.0013333333333333391,N-lines,2
C8,0.093,24,sample,16,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.0013333333333333391,N-lines,2
C9,0.094,24,sample,32,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.00233333333333334,N-lines,2
C10,0.097,24,sample,64,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.005333333333333343,N-lines,2
C11,0.096,24,sample,128,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.004333333333333342,N-lines,2
C12,0.097,24,sample,256,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.005333333333333343,N-lines,2
D1,0.481,24,sample,0.016,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.3893333333333333,N-lines,3
D2,0.537,24,sample,0.047,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.44533333333333336,N-lines,3
D3,0.67,24,sample,0.125,NA2,MRP,ancestor,Exp2.2,Plate4,0.09166666666666666,0.5783333333333334,N-lines,3
