Well,OD,Time_h,Type,Concentration,Sample,Antibiotic,Lineage,Experiment,Plate,blank_mean,OD_blanked,sample_group,replicate
D8,0.096,16,sample,16,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0030000000000000027,N-lines,3
D9,0.096,16,sample,32,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0030000000000000027,N-lines,3
D10,0.095,16,sample,64,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0020000000000000018,N-lines,3
D11,0.093,16,sample,128,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0,N-lines,3
D12,0.096,16,sample,256,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0030000000000000027,N-lines,3
E1,0.314,16,sample,0.016,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.221,N-lines,1
E2,0.208,16,sample,0.047,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.11499999999999999,N-lines,1
E3,0.123,16,sample,0.125,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.03,N-lines,1
E4,0.097,16,sample,0.38,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0040000000000000036,N-lines,1
E5,0.102,16,sample,1,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.008999999999999994,N-lines,1
E6,0.096,16,sample,3,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0030000000000000027,N-lines,1
E7,0.094,16,sample,8,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0010000000000000009,N-lines,1
E8,0.095,16,sample,16,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0020000000000000018,N-lines,1
E9,0.095,16,sample,32,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0020000000000000018,N-lines,1
E10,0.095,16,sample,64,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0020000000000000018,N-lines,1
E11,0.095,16,sample,128,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0020000000000000018,N-lines,1
E12,0.094,16,sample,256,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0010000000000000009,N-lines,1
F1,0.326,16,sample,0.016,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.233,N-lines,2
F2,0.239,16,sample,0.047,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.146,N-lines,2
F3,0.119,16,sample,0.125,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.025999999999999995,N-lines,2
F4,0.096,16,sample,0.38,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0030000000000000027,N-lines,2
F5,0.098,16,sample,1,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0050000000000000044,N-lines,2
F6,0.097,16,sample,3,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0040000000000000036,N-lines,2
F7,0.096,16,sample,8,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0030000000000000027,N-lines,2
F8,0.096,16,sample,16,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0030000000000000027,N-lines,2
F9,0.099,16,sample,32,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.006000000000000005,N-lines,2
F10,0.097,16,sample,64,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0040000000000000036,N-lines,2
F11,0.096,16,sample,128,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0030000000000000027,N-lines,2
F12,0.094,16,sample,256,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0010000000000000009,N-lines,2
G1,0.402,16,sample,0.016,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.30900000000000005,N-lines,3
G2,0.342,16,sample,0.047,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.24900000000000003,N-lines,3
G3,0.139,16,sample,0.125,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.04600000000000001,N-lines,3
G4,0.091,16,sample,0.38,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,-0.0020000000000000018,N-lines,3
G5,0.098,16,sample,1,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0050000000000000044,N-lines,3
G6,0.098,16,sample,3,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0050000000000000044,N-lines,3
G7,0.096,16,sample,8,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0030000000000000027,N-lines,3
G8,0.097,16,sample,16,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0040000000000000036,N-lines,3
G9,0.097,16,sample,32,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0040000000000000036,N-lines,3
G10,0.095,16,sample,64,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0020000000000000018,N-lines,3
G11,0.095,16,sample,128,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0020000000000000018,N-lines,3
G12,0.096,16,sample,256,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0030000000000000027,N-lines,3
H1,1.604,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,1.5110000000000001,NA,NA
H2,1.643,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,1.55,NA,NA
H3,1.588,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,1.495,NA,NA
H4,0.092,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,-0.0010000000000000009,NA,NA
H5,0.093,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,0,NA,NA
H6,0.092,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,-0.0010000000000000009,NA,NA
H7,0.092,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,-0.0010000000000000009,NA,NA
H8,0.093,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,0,NA,NA
H9,0.09,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,-0.0030000000000000027,NA,NA
H10,0.09,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,-0.0030000000000000027,NA,NA
H11,0.089,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,-0.0040000000000000036,NA,NA
H12,0.089,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,-0.0040000000000000036,NA,NA
A1,0.092,24,blank,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,-0.0010000000000000009,NA,NA
A2,0.094,24,blank,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,0.0010000000000000009,NA,NA
A3,0.093,24,blank,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,0,NA,NA
A4,0.091,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,-0.0020000000000000018,NA,NA
A5,0.091,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,-0.0020000000000000018,NA,NA
A6,0.507,24,sample,0,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.41400000000000003,N-lines,1
A7,0.494,24,sample,0,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.401,N-lines,2
A8,0.522,24,sample,0,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.42900000000000005,N-lines,3
A9,0.093,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,0,NA,NA
A10,0.507,24,sample,0,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.41400000000000003,N-lines,1
A11,0.534,24,sample,0,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.44100000000000006,N-lines,2
A12,0.533,24,sample,0,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.44000000000000006,N-lines,3
B1,0.326,24,sample,0.016,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.233,N-lines,1
B2,0.326,24,sample,0.047,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.233,N-lines,1
B3,0.143,24,sample,0.125,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.04999999999999999,N-lines,1
B4,0.098,24,sample,0.38,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0050000000000000044,N-lines,1
B5,0.102,24,sample,1,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.008999999999999994,N-lines,1
B6,0.098,24,sample,3,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0050000000000000044,N-lines,1
B7,0.095,24,sample,8,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0020000000000000018,N-lines,1
B8,0.097,24,sample,16,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0040000000000000036,N-lines,1
B9,0.097,24,sample,32,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0040000000000000036,N-lines,1
B10,0.096,24,sample,64,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0030000000000000027,N-lines,1
B11,0.094,24,sample,128,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0010000000000000009,N-lines,1
B12,0.095,24,sample,256,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0020000000000000018,N-lines,1
C1,0.365,24,sample,0.016,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.272,N-lines,2
C2,0.242,24,sample,0.047,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.149,N-lines,2
C3,0.118,24,sample,0.125,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.024999999999999994,N-lines,2
C4,0.096,24,sample,0.38,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0030000000000000027,N-lines,2
C5,0.103,24,sample,1,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.009999999999999995,N-lines,2
C6,0.097,24,sample,3,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0040000000000000036,N-lines,2
C7,0.097,24,sample,8,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0040000000000000036,N-lines,2
C8,0.096,24,sample,16,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0030000000000000027,N-lines,2
C9,0.097,24,sample,32,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0040000000000000036,N-lines,2
C10,0.096,24,sample,64,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0030000000000000027,N-lines,2
C11,0.096,24,sample,128,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0030000000000000027,N-lines,2
C12,0.094,24,sample,256,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0010000000000000009,N-lines,2
D1,0.332,24,sample,0.016,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.23900000000000002,N-lines,3
D2,0.22,24,sample,0.047,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.127,N-lines,3
D3,0.118,24,sample,0.125,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.024999999999999994,N-lines,3
D4,0.097,24,sample,0.38,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0040000000000000036,N-lines,3
D5,0.097,24,sample,1,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0040000000000000036,N-lines,3
D6,0.096,24,sample,3,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0030000000000000027,N-lines,3
D7,0.096,24,sample,8,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0030000000000000027,N-lines,3
D8,0.096,24,sample,16,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0030000000000000027,N-lines,3
D9,0.096,24,sample,32,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0030000000000000027,N-lines,3
D10,0.095,24,sample,64,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0020000000000000018,N-lines,3
D11,0.094,24,sample,128,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0010000000000000009,N-lines,3
D12,0.096,24,sample,256,NA2,TOB,ancestor,Exp2.1,Plate4,0.093,0.0030000000000000027,N-lines,3
E1,0.346,24,sample,0.016,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.253,N-lines,1
E2,0.22,24,sample,0.047,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.127,N-lines,1
E3,0.124,24,sample,0.125,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.031,N-lines,1
E4,0.097,24,sample,0.38,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0040000000000000036,N-lines,1
E5,0.103,24,sample,1,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.009999999999999995,N-lines,1
E6,0.097,24,sample,3,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0040000000000000036,N-lines,1
E7,0.094,24,sample,8,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0010000000000000009,N-lines,1
E8,0.096,24,sample,16,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0030000000000000027,N-lines,1
E9,0.095,24,sample,32,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0020000000000000018,N-lines,1
E10,0.096,24,sample,64,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0030000000000000027,N-lines,1
E11,0.096,24,sample,128,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0030000000000000027,N-lines,1
E12,0.096,24,sample,256,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0030000000000000027,N-lines,1
F1,0.361,24,sample,0.016,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.268,N-lines,2
F2,0.26,24,sample,0.047,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.167,N-lines,2
F3,0.12,24,sample,0.125,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.026999999999999996,N-lines,2
F4,0.097,24,sample,0.38,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0040000000000000036,N-lines,2
F5,0.098,24,sample,1,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0050000000000000044,N-lines,2
F6,0.097,24,sample,3,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0040000000000000036,N-lines,2
F7,0.097,24,sample,8,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0040000000000000036,N-lines,2
F8,0.097,24,sample,16,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0040000000000000036,N-lines,2
F9,0.1,24,sample,32,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.007000000000000006,N-lines,2
F10,0.098,24,sample,64,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0050000000000000044,N-lines,2
F11,0.094,24,sample,128,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0010000000000000009,N-lines,2
F12,0.095,24,sample,256,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0020000000000000018,N-lines,2
G1,0.433,24,sample,0.016,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.33999999999999997,N-lines,3
G2,0.37,24,sample,0.047,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.277,N-lines,3
G3,0.139,24,sample,0.125,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.04600000000000001,N-lines,3
G4,0.093,24,sample,0.38,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0,N-lines,3
G5,0.099,24,sample,1,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.006000000000000005,N-lines,3
G6,0.098,24,sample,3,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0050000000000000044,N-lines,3
G7,0.097,24,sample,8,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0040000000000000036,N-lines,3
G8,0.097,24,sample,16,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0040000000000000036,N-lines,3
G9,0.097,24,sample,32,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0040000000000000036,N-lines,3
G10,0.096,24,sample,64,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0030000000000000027,N-lines,3
G11,0.096,24,sample,128,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0030000000000000027,N-lines,3
G12,0.096,24,sample,256,NA3,TOB,ancestor,Exp2.1,Plate4,0.093,0.0030000000000000027,N-lines,3
H1,1.605,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,1.512,NA,NA
H2,1.718,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,1.625,NA,NA
H3,1.613,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,1.52,NA,NA
H4,0.092,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,-0.0010000000000000009,NA,NA
H5,0.093,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,0,NA,NA
H6,0.092,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,-0.0010000000000000009,NA,NA
H7,0.092,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,-0.0010000000000000009,NA,NA
H8,0.093,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,0,NA,NA
H9,0.09,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,-0.0030000000000000027,NA,NA
H10,0.09,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,-0.0030000000000000027,NA,NA
H11,0.09,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,-0.0030000000000000027,NA,NA
H12,0.089,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate4,0.093,-0.0040000000000000036,NA,NA
A1,0.091,24,blank,NA,NA,MRP,evolved,Exp2.2,Plate1,0.092,-0.0010000000000000009,NA,NA
A2,0.094,24,blank,NA,NA,MRP,evolved,Exp2.2,Plate1,0.092,0.0020000000000000018,NA,NA
A3,0.091,24,blank,NA,NA,MRP,evolved,Exp2.2,Plate1,0.092,-0.0010000000000000009,NA,NA
A4,0.09,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate1,0.092,-0.0020000000000000018,NA,NA
A5,0.089,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate1,0.092,-0.0030000000000000027,NA,NA
A6,1.677,24,sample,0,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,1.585,PA strains,1
A7,1.815,24,sample,0,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,1.7229999999999999,PA strains,2
A8,1.752,24,sample,0,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,1.66,PA strains,3
A9,0.091,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate1,0.092,-0.0010000000000000009,NA,NA
A10,1.987,24,sample,0,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,1.895,PA strains,1
A11,1.955,24,sample,0,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,1.863,PA strains,2
A12,1.79,24,sample,0,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,1.698,PA strains,3
B1,1.541,24,sample,0.016,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,1.4489999999999998,PA strains,1
B2,1.861,24,sample,0.047,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,1.769,PA strains,1
B3,1.767,24,sample,0.125,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,1.6749999999999998,PA strains,1
B4,1.988,24,sample,0.38,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,1.896,PA strains,1
B5,1.478,24,sample,1,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,1.386,PA strains,1
B6,1.367,24,sample,3,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,1.275,PA strains,1
B7,1.242,24,sample,8,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,1.15,PA strains,1
B8,0.654,24,sample,16,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,0.562,PA strains,1
B9,0.151,24,sample,32,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,0.059,PA strains,1
B10,0.137,24,sample,64,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,0.04500000000000001,PA strains,1
B11,0.138,24,sample,128,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,0.04600000000000001,PA strains,1
B12,0.122,24,sample,256,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,0.03,PA strains,1
C1,1.317,24,sample,0.016,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,1.2249999999999999,PA strains,2
C2,1.653,24,sample,0.047,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,1.561,PA strains,2
C3,1.737,24,sample,0.125,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,1.645,PA strains,2
C4,2.051,24,sample,0.38,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,1.959,PA strains,2
C5,1.501,24,sample,1,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,1.4089999999999998,PA strains,2
C6,1.463,24,sample,3,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,1.371,PA strains,2
C7,1.266,24,sample,8,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,1.174,PA strains,2
C8,0.508,24,sample,16,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,0.41600000000000004,PA strains,2
C9,0.168,24,sample,32,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,0.07600000000000001,PA strains,2
C10,0.168,24,sample,64,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,0.07600000000000001,PA strains,2
C11,0.158,24,sample,128,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,0.066,PA strains,2
C12,0.13,24,sample,256,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,0.038000000000000006,PA strains,2
D1,1.236,24,sample,0.016,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,1.144,PA strains,3
D2,1.809,24,sample,0.047,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,1.7169999999999999,PA strains,3
D3,2.036,24,sample,0.125,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,1.944,PA strains,3
D4,1.982,24,sample,0.38,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,1.89,PA strains,3
D5,1.53,24,sample,1,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,1.438,PA strains,3
D6,1.42,24,sample,3,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,1.3279999999999998,PA strains,3
D7,1.311,24,sample,8,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,1.2189999999999999,PA strains,3
D8,1.018,24,sample,16,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,0.926,PA strains,3
D9,0.17,24,sample,32,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,0.07800000000000001,PA strains,3
D10,0.166,24,sample,64,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,0.07400000000000001,PA strains,3
D11,0.163,24,sample,128,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,0.07100000000000001,PA strains,3
D12,0.129,24,sample,256,PA01_1,MRP,ancestor,Exp2.2,Plate1,0.092,0.037000000000000005,PA strains,3
E1,1.291,24,sample,0.016,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,1.1989999999999998,PA strains,1
E2,1.845,24,sample,0.047,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,1.753,PA strains,1
E3,1.931,24,sample,0.125,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,1.839,PA strains,1
E4,1.817,24,sample,0.38,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,1.7249999999999999,PA strains,1
E5,1.62,24,sample,1,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,1.528,PA strains,1
E6,1.324,24,sample,3,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,1.232,PA strains,1
E7,1.321,24,sample,8,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,1.2289999999999999,PA strains,1
E8,1.16,24,sample,16,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,1.0679999999999998,PA strains,1
E9,0.309,24,sample,32,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,0.217,PA strains,1
E10,0.162,24,sample,64,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,0.07,PA strains,1
E11,0.164,24,sample,128,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,0.07200000000000001,PA strains,1
E12,0.111,24,sample,256,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,0.019000000000000003,PA strains,1
F1,1.22,24,sample,0.016,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,1.128,PA strains,2
F2,1.733,24,sample,0.047,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,1.641,PA strains,2
F3,1.703,24,sample,0.125,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,1.611,PA strains,2
F4,1.921,24,sample,0.38,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,1.829,PA strains,2
F5,1.498,24,sample,1,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,1.406,PA strains,2
F6,1.359,24,sample,3,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,1.267,PA strains,2
F7,1.389,24,sample,8,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,1.297,PA strains,2
F8,0.281,24,sample,16,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,0.18900000000000003,PA strains,2
F9,0.176,24,sample,32,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,0.08399999999999999,PA strains,2
F10,0.165,24,sample,64,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,0.07300000000000001,PA strains,2
F11,0.162,24,sample,128,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,0.07,PA strains,2
F12,0.098,24,sample,256,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,0.006000000000000005,PA strains,2
G1,1.574,24,sample,0.016,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,1.482,PA strains,3
G2,1.411,24,sample,0.047,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,1.319,PA strains,3
G3,1.252,24,sample,0.125,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,1.16,PA strains,3
G4,1.42,24,sample,0.38,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,1.3279999999999998,PA strains,3
G5,1.528,24,sample,1,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,1.436,PA strains,3
G6,1.515,24,sample,3,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,1.4229999999999998,PA strains,3
G7,1.409,24,sample,8,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,1.317,PA strains,3
G8,0.207,24,sample,16,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,0.11499999999999999,PA strains,3
G9,0.53,24,sample,32,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,0.43800000000000006,PA strains,3
G10,0.148,24,sample,64,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,0.055999999999999994,PA strains,3
G11,0.122,24,sample,128,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,0.03,PA strains,3
G12,0.095,24,sample,256,PA01_2,MRP,ancestor,Exp2.2,Plate1,0.092,0.0030000000000000027,PA strains,3
H4,0.091,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate1,0.092,-0.0010000000000000009,NA,NA
H5,0.09,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate1,0.092,-0.0020000000000000018,NA,NA
H6,0.091,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate1,0.092,-0.0010000000000000009,NA,NA
H7,0.093,24,empty,NA,NA,MRP,evolved,Exp2.2,Plate1,0.092,0.0010000000000000009,NA,NA
